ENTIDAD, YEAR, MES, TOTAL, FUENTE
7,2017,6,2240.0,Registro Civil 
7,2017,7,2237.0,Registro Civil 
7,2017,8,2156.0,Registro Civil 
7,2017,9,1975.0,Registro Civil 
7,2017,10,2155.0,Registro Civil 
7,2017,11,2054.0,Registro Civil 
7,2017,12,2214.0,Registro Civil 
7,2018,1,1993.0,Registro Civil 
7,2018,2,1659.0,Registro Civil 
7,2018,3,1714.0,Registro Civil 
7,2018,4,1529.0,Registro Civil 
7,2018,5,1588.0,Registro Civil 
7,2018,6,1759.0,Registro Civil 
7,2018,7,1495.0,Registro Civil 
7,2018,8,1509.0,Registro Civil 
7,2018,9,1547.0,Registro Civil 
7,2018,10,1648.0,Registro Civil 
7,2018,11,1578.0,Registro Civil 
7,2018,12,1718.0,Registro Civil 
7,2019,1,2569.0,Registro Civil 
7,2019,2,2068.0,Registro Civil 
7,2019,3,2126.0,Registro Civil 
7,2019,4,2089.0,Registro Civil 
7,2019,5,2328.0,Registro Civil 
7,2019,6,2087.0,Registro Civil 
7,2019,7,2302.0,Registro Civil 
7,2019,8,2188.0,Registro Civil 
7,2019,9,2096.0,Registro Civil 
7,2019,10,2382.0,Registro Civil 
7,2019,11,2424.0,Registro Civil 
7,2019,12,2289.0,Registro Civil 
7,2020,1,2535.0,Registro Civil 
7,2020,2,2086.0,Registro Civil 
7,2020,3,2140.0,Registro Civil 
7,2020,4,2191.0,Registro Civil 
7,2020,5,3269.0,Registro Civil 
7,2020,6,7207.0,Registro Civil 
7,2020,7,3500.0,Registro Civil 
7,2020,8,2269.0,estimacion 
7,2020,9,2300.0,Registro Civil 
8,2015,1,2435.0,Registro Civil 
8,2015,2,2001.0,Registro Civil 
8,2015,3,1999.0,Registro Civil 
8,2015,4,1786.0,Registro Civil 
8,2015,5,1848.0,Registro Civil 
8,2015,6,1727.0,Registro Civil 
8,2015,7,1700.0,Registro Civil 
8,2015,8,1726.0,Registro Civil 
8,2015,9,1713.0,Registro Civil 
8,2015,10,1731.0,Registro Civil 
8,2015,11,1730.0,Registro Civil 
8,2015,12,2014.0,Registro Civil 
8,2016,1,2337.0,Registro Civil 
8,2016,2,2152.0,Registro Civil 
8,2016,3,2228.0,Registro Civil 
8,2016,4,1935.0,Registro Civil 
8,2016,5,1868.0,Registro Civil 
8,2016,6,1877.0,Registro Civil 
8,2016,7,1762.0,Registro Civil 
8,2016,8,1941.0,Registro Civil 
8,2016,9,1751.0,Registro Civil 
8,2016,10,1914.0,Registro Civil 
8,2016,11,1846.0,Registro Civil 
8,2016,12,2003.0,Registro Civil 
8,2017,1,2434.0,Registro Civil 
8,2017,2,2279.0,Registro Civil 
8,2017,3,2273.0,Registro Civil 
8,2017,4,1831.0,Registro Civil 
8,2017,5,1931.0,Registro Civil 
8,2017,6,1988.0,Registro Civil 
8,2017,7,1833.0,Registro Civil 
8,2017,8,1965.0,Registro Civil 
8,2017,9,1816.0,Registro Civil 
8,2017,10,1902.0,Registro Civil 
8,2017,11,2011.0,Registro Civil 
8,2017,12,2147.0,Registro Civil 
8,2018,1,2503.0,Registro Civil 
8,2018,2,2286.0,Registro Civil 
8,2018,3,2251.0,Registro Civil 
8,2018,4,1996.0,Registro Civil 
8,2018,5,2040.0,Registro Civil 
8,2018,6,2143.0,Registro Civil 
8,2018,7,1824.0,Registro Civil 
8,2018,8,2042.0,Registro Civil 
8,2018,9,1808.0,Registro Civil 
8,2018,10,2111.0,Registro Civil 
8,2018,11,2045.0,Registro Civil 
8,2018,12,2292.0,Registro Civil 
8,2019,1,3107.0,Registro Civil 
8,2019,2,2331.0,Registro Civil 
8,2019,3,2305.0,Registro Civil 
8,2019,4,2070.0,Registro Civil 
8,2019,5,2021.0,Registro Civil 
8,2019,6,1866.0,Registro Civil 
8,2019,7,1990.0,Registro Civil 
8,2019,8,2058.0,Registro Civil 
8,2019,9,1930.0,Registro Civil 
8,2019,10,2157.0,Registro Civil 
8,2019,11,2273.0,Registro Civil 
8,2019,12,2101.0,Registro Civil 
8,2020,1,2930.0,Registro Civil 
8,2020,2,2270.0,Registro Civil 
8,2020,3,2290.0,Registro Civil 
8,2020,4,2736.0,Registro Civil 
8,2020,5,3364.0,Registro Civil 
8,2020,6,2927.0,Registro Civil 
8,2020,7,2717.0,Registro Civil 
8,2020,8,2725.0,Registro Civil 
8,2020,9,2536.0,Registro Civil 
9,2016,1,6989,RENAPO 
9,2016,2,7171,RENAPO 
9,2016,3,6693,RENAPO 
9,2016,4,5819,RENAPO 
9,2016,5,5748,RENAPO 
9,2016,6,5610,RENAPO 
9,2016,7,5759,RENAPO 
9,2016,8,5608,RENAPO 
9,2016,9,5434,RENAPO 
9,2016,10,5897,RENAPO 
9,2016,11,6071,RENAPO 
9,2016,12,6611,RENAPO 
9,2017,1,6742,RENAPO 
9,2017,2,6427,RENAPO 
9,2017,3,7067,RENAPO 
9,2017,4,6168,RENAPO 
9,2017,5,6089,RENAPO 
9,2017,6,5705,RENAPO 
9,2017,7,5882,RENAPO 
9,2017,8,5853,RENAPO 
9,2017,9,6248,RENAPO 
9,2017,10,6028,RENAPO 
9,2017,11,6001,RENAPO 
9,2017,12,7106,RENAPO 
9,2018,1,7870,RENAPO 
9,2018,2,6715,RENAPO 
9,2018,3,6281,RENAPO 
9,2018,4,5828,RENAPO 
9,2018,5,6065,RENAPO 
9,2018,6,5864,RENAPO 
9,2018,7,5876,RENAPO 
9,2018,8,5887,RENAPO 
9,2018,9,5846,RENAPO 
9,2018,10,6189,RENAPO 
9,2018,11,6371,RENAPO 
9,2018,12,7100,RENAPO 
9,2019,1,7913,RENAPO 
9,2019,2,5894,RENAPO 
9,2019,3,6551,RENAPO 
9,2019,4,6110,RENAPO 
9,2019,5,6279,RENAPO 
9,2019,6,5650,RENAPO 
9,2019,7,5817,RENAPO 
9,2019,8,6016,RENAPO 
9,2019,9,5888,RENAPO 
9,2019,10,6119,RENAPO 
9,2019,11,6251,RENAPO 
9,2019,12,7288,RENAPO 
9,2020,1,7857,RENAPO 
9,2020,2,6364,RENAPO 
9,2020,3,6358,RENAPO 
9,2020,4,8447,RENAPO 
9,2020,5,17751,RENAPO 
9,2020,6,13823,RENAPO 
9,2020,7,10405,RENAPO 
9,2020,8,10261,RENAPO 
9,2020,9,9548,RENAPO 
10,2015,1,705,RENAPO 
10,2015,2,559,RENAPO 
10,2015,3,588,RENAPO 
10,2015,4,531,RENAPO 
10,2015,5,487,RENAPO 
10,2015,6,517,RENAPO 
10,2015,7,421,RENAPO 
10,2015,8,496,RENAPO 
10,2015,9,466,RENAPO 
10,2015,10,534,RENAPO 
10,2015,11,565,RENAPO 
10,2015,12,599,RENAPO 
10,2016,1,883,RENAPO 
10,2016,2,950,RENAPO 
10,2016,3,778,RENAPO 
10,2016,4,724,RENAPO 
10,2016,5,694,RENAPO 
10,2016,6,637,RENAPO 
10,2016,7,521,RENAPO 
10,2016,8,700,RENAPO 
10,2016,9,637,RENAPO 
10,2016,10,663,RENAPO 
10,2016,11,628,RENAPO 
10,2016,12,677,RENAPO 
10,2017,1,802,RENAPO 
10,2017,2,772,RENAPO 
10,2017,3,852,RENAPO 
10,2017,4,667,RENAPO 
10,2017,5,758,RENAPO 
10,2017,6,693,RENAPO 
10,2017,7,586,RENAPO 
10,2017,8,746,RENAPO 
10,2017,9,609,RENAPO 
10,2017,10,725,RENAPO 
10,2017,11,678,RENAPO 
10,2017,12,698,RENAPO 
10,2018,1,996,RENAPO 
10,2018,2,870,RENAPO 
10,2018,3,682,RENAPO 
10,2018,4,815,RENAPO 
10,2018,5,753,RENAPO 
10,2018,6,693,RENAPO 
10,2018,7,696,RENAPO 
10,2018,8,831,RENAPO 
10,2018,9,604,RENAPO 
10,2018,10,772,RENAPO 
10,2018,11,749,RENAPO 
10,2018,12,734,RENAPO 
10,2019,1,1159,RENAPO 
10,2019,2,841,RENAPO 
10,2019,3,810,RENAPO 
10,2019,4,774,RENAPO 
10,2019,5,734,RENAPO 
10,2019,6,655,RENAPO 
10,2019,7,694,RENAPO 
10,2019,8,746,RENAPO 
10,2019,9,718,RENAPO 
10,2019,10,769,RENAPO 
10,2019,11,695,RENAPO 
10,2019,12,680,RENAPO 
10,2020,1,1047,RENAPO 
10,2020,2,872,RENAPO 
10,2020,3,760,RENAPO 
10,2020,4,591,RENAPO 
10,2020,5,630,RENAPO 
10,2020,6,875,RENAPO 
10,2020,7,1025,RENAPO 
10,2020,8,982,RENAPO 
10,2020,9,982,RENAPO 
11,2015,1,3139,RENAPO 
11,2015,2,2647,RENAPO 
11,2015,3,2750,RENAPO 
11,2015,4,2342,RENAPO 
11,2015,5,2291,RENAPO 
11,2015,6,2279,RENAPO 
11,2015,7,2357,RENAPO 
11,2015,8,2407,RENAPO 
11,2015,9,2292,RENAPO 
11,2015,10,2377,RENAPO 
11,2015,11,2426,RENAPO 
11,2015,12,2812,RENAPO 
11,2016,1,3010,RENAPO 
11,2016,2,3158,RENAPO 
11,2016,3,3129,RENAPO 
11,2016,4,2487,RENAPO 
11,2016,5,2619,RENAPO 
11,2016,6,2352,RENAPO 
11,2016,7,2472,RENAPO 
11,2016,8,2479,RENAPO 
11,2016,9,2341,RENAPO 
11,2016,10,2478,RENAPO 
11,2016,11,2643,RENAPO 
11,2016,12,2839,RENAPO 
11,2017,1,3088,RENAPO 
11,2017,2,2938,RENAPO 
11,2017,3,3006,RENAPO 
11,2017,4,2694,RENAPO 
11,2017,5,3052,RENAPO 
11,2017,6,2618,RENAPO 
11,2017,7,2630,RENAPO 
11,2017,8,2816,RENAPO 
11,2017,9,2801,RENAPO 
11,2017,10,2941,RENAPO 
11,2017,11,2911,RENAPO 
11,2017,12,3435,RENAPO 
11,2018,1,3658,RENAPO 
11,2018,2,3084,RENAPO 
11,2018,3,2946,RENAPO 
11,2018,4,2844,RENAPO 
11,2018,5,2971,RENAPO 
11,2018,6,2671,RENAPO 
11,2018,7,2786,RENAPO 
11,2018,8,2811,RENAPO 
11,2018,9,2721,RENAPO 
11,2018,10,2920,RENAPO 
11,2018,11,3069,RENAPO 
11,2018,12,3639,RENAPO 
11,2019,1,3605,RENAPO 
11,2019,2,3213,RENAPO 
11,2019,3,3132,RENAPO 
11,2019,4,2983,RENAPO 
11,2019,5,3205,RENAPO 
11,2019,6,2796,RENAPO 
11,2019,7,2919,RENAPO 
11,2019,8,2930,RENAPO 
11,2019,9,2953,RENAPO 
11,2019,10,2995,RENAPO 
11,2019,11,3135,RENAPO 
11,2019,12,3525,RENAPO 
11,2020,1,3879,RENAPO 
11,2020,2,3457,RENAPO 
11,2020,3,3340,RENAPO 
11,2020,4,3116,RENAPO 
11,2020,5,3170,RENAPO 
11,2020,6,4026,RENAPO 
11,2020,7,5782,RENAPO 
11,2020,8,4909,RENAPO 
11,2020,9,3908,RENAPO 
12,2015,1,851.0,Registro Civil 
12,2015,2,1191.0,Registro Civil 
12,2015,3,1397.0,Registro Civil 
12,2015,4,1430.0,Registro Civil 
12,2015,5,1448.0,Registro Civil 
12,2015,6,1625.0,Registro Civil 
12,2015,7,1757.0,Registro Civil 
12,2015,8,1705.0,Registro Civil 
12,2015,9,1456.0,Registro Civil 
12,2015,10,1380.0,Registro Civil 
12,2015,11,1534.0,Registro Civil 
12,2015,12,1523.0,Registro Civil 
12,2016,1,1655.0,Registro Civil 
12,2016,2,1693.0,Registro Civil 
12,2016,3,1681.0,Registro Civil 
12,2016,4,1621.0,Registro Civil 
12,2016,5,1309.0,Registro Civil 
12,2016,6,1853.0,Registro Civil 
12,2016,7,1428.0,Registro Civil 
12,2016,8,1860.0,Registro Civil 
12,2016,9,1479.0,Registro Civil 
12,2016,10,1476.0,Registro Civil 
12,2016,11,1381.0,Registro Civil 
12,2016,12,1237.0,Registro Civil 
12,2017,1,1774.0,Registro Civil 
12,2017,2,1526.0,Registro Civil 
12,2017,3,1644.0,Registro Civil 
12,2017,4,1375.0,Registro Civil 
12,2017,5,1734.0,Registro Civil 
12,2017,6,1700.0,Registro Civil 
12,2017,7,1414.0,Registro Civil 
12,2017,8,1662.0,Registro Civil 
12,2017,9,1393.0,Registro Civil 
12,2017,10,1621.0,Registro Civil 
12,2017,11,1532.0,Registro Civil 
12,2017,12,1390.0,Registro Civil 
12,2018,1,1730.0,Registro Civil 
12,2018,2,1546.0,Registro Civil 
12,2018,3,1424.0,Registro Civil 
12,2018,4,1628.0,Registro Civil 
12,2018,5,1532.0,Registro Civil 
12,2018,6,1378.0,Registro Civil 
12,2018,7,1331.0,Registro Civil 
12,2018,8,1569.0,Registro Civil 
12,2018,9,1335.0,Registro Civil 
12,2018,10,1310.0,Registro Civil 
12,2018,11,1623.0,Registro Civil 
12,2018,12,1167.0,Registro Civil 
12,2019,1,1818.0,Registro Civil 
12,2019,2,1517.0,Registro Civil 
12,2019,3,1427.0,Registro Civil 
12,2019,4,1329.0,Registro Civil 
12,2019,5,1520.0,Registro Civil 
12,2019,6,1303.0,Registro Civil 
12,2019,7,1465.0,Registro Civil 
12,2019,8,1503.0,Registro Civil 
12,2019,9,1266.0,Registro Civil 
12,2019,10,1497.0,Registro Civil 
12,2019,11,1431.0,Registro Civil 
12,2019,12,1157.0,Registro Civil 
12,2020,1,1710.0,Registro Civil 
12,2020,2,1541.0,Registro Civil 
12,2020,3,1314.0,Registro Civil 
12,2020,4,806.0,Registro Civil 
12,2020,5,1314.0,Registro Civil 
12,2020,6,2560.0,Registro Civil 
12,2020,7,3281.0,Registro Civil 
12,2020,8,2358.0,Registro Civil 
12,2020,9,2150.0,Registro Civil 
13,2015,1,1644,RENAPO 
13,2015,2,1338,RENAPO 
13,2015,3,1223,RENAPO 
13,2015,4,1152,RENAPO 
13,2015,5,1115,RENAPO 
13,2015,6,1125,RENAPO 
13,2015,7,1146,RENAPO 
13,2015,8,972,RENAPO 
13,2015,9,1064,RENAPO 
13,2015,10,1136,RENAPO 
13,2015,11,1104,RENAPO 
13,2015,12,1078,RENAPO 
13,2016,1,1428,RENAPO 
13,2016,2,1549,RENAPO 
13,2016,3,1352,RENAPO 
13,2016,4,1234,RENAPO 
13,2016,5,1105,RENAPO 
13,2016,6,1050,RENAPO 
13,2016,7,934,RENAPO 
13,2016,8,1152,RENAPO 
13,2016,9,941,RENAPO 
13,2016,10,1184,RENAPO 
13,2016,11,1277,RENAPO 
13,2016,12,1156,RENAPO 
13,2017,1,1481,RENAPO 
13,2017,2,1323,RENAPO 
13,2017,3,1379,RENAPO 
13,2017,4,1207,RENAPO 
13,2017,5,1310,RENAPO 
13,2017,6,1176,RENAPO 
13,2017,7,1129,RENAPO 
13,2017,8,1190,RENAPO 
13,2017,9,1076,RENAPO 
13,2017,10,1250,RENAPO 
13,2017,11,1276,RENAPO 
13,2017,12,1260,RENAPO 
13,2018,1,1827,RENAPO 
13,2018,2,1348,RENAPO 
13,2018,3,1252,RENAPO 
